# e nB nQ T p muB muS muQ 
0.64 0.22 0.1 0.1580976 0.0876791 0.3604589 0.0953554 -0.0053941
0.64 0.22 0.11 0.1581028 0.0876775 0.3577813 0.0926655 0.0
0.64 0.22 0.12 0.1580976 0.0876791 0.3550648 0.0899613 0.0053941
0.64 0.22 0.13 0.1580822 0.0876837 0.3523095 0.0872428 0.0107883
0.64 0.22 0.14 0.1580564 0.0876915 0.3495153 0.08451 0.0161824
0.64 0.22 0.15 0.1580203 0.0877024 0.3466823 0.0817629 0.0215767
0.64 0.22 0.16 0.1579739 0.0877164 0.3438107 0.0790016 0.0269709
0.64 0.22 0.17 0.1579172 0.0877335 0.3409005 0.076226 0.0323653
0.64 0.22 0.18 0.15785 0.0877538 0.3379521 0.0734363 0.0377596
0.64 0.22 0.19 0.1577725 0.0877773 0.3349655 0.0706324 0.043154
0.64 0.22 0.2 0.1576846 0.087804 0.331941 0.0678146 0.0485484
0.64 0.22 0.21 0.1575862 0.0878339 0.328879 0.0649827 0.0539428
0.64 0.22 0.22 0.1574774 0.087867 0.3257798 0.0621371 0.059337
0.64 0.22 0.23 0.157358 0.0879035 0.3226438 0.0592778 0.064731
0.64 0.22 0.24 0.1572281 0.0879433 0.3194713 0.0564049 0.0701246
0.64 0.22 0.25 0.1570876 0.0879864 0.316263 0.0535187 0.0755178
0.64 0.22 0.26 0.1569364 0.0880329 0.3130193 0.0506192 0.0809104
0.64 0.22 0.27 0.1567746 0.0880829 0.3097408 0.0477069 0.0863022
0.64 0.22 0.28 0.156602 0.0881364 0.3064281 0.0447818 0.0916929
0.64 0.22 0.29 0.1564187 0.0881934 0.3030821 0.0418443 0.0970823
0.64 0.22 0.3 0.1562246 0.088254 0.2997034 0.0388946 0.1024702
0.64 0.22 0.31 0.1560195 0.0883182 0.2962929 0.0359332 0.1078562
0.64 0.22 0.32 0.1558036 0.0883861 0.2928515 0.0329602 0.11324
0.64 0.22 0.33 0.1555767 0.0884578 0.2893801 0.0299763 0.118621
0.64 0.22 0.34 0.1553387 0.0885334 0.2858798 0.0269817 0.123999
0.64 0.22 0.35 0.1550897 0.0886128 0.2823517 0.0239769 0.1293733
0.64 0.22 0.36 0.1548295 0.0886961 0.2787971 0.0209625 0.1347434
0.64 0.22 0.37 0.1545581 0.0887835 0.2752171 0.017939 0.1401088
0.64 0.22 0.38 0.1542755 0.0888749 0.2716131 0.014907 0.1454688
0.64 0.22 0.39 0.1539817 0.0889705 0.2679867 0.011867 0.1508226
0.64 0.22 0.4 0.1536765 0.0890703 0.2643392 0.0088198 0.1561695
0.64 0.23 -0.1 0.1546019 0.0874298 0.4225714 0.1511258 -0.1148501
0.64 0.23 -0.09 0.1548207 0.0873648 0.420684 0.1487525 -0.1095115
0.64 0.23 -0.08 0.1550286 0.0873034 0.4187632 0.1463654 -0.1041713
0.64 0.23 -0.07 0.1552257 0.0872454 0.4168085 0.1439646 -0.0988299
0.64 0.23 -0.06 0.155412 0.0871908 0.4148194 0.14155 -0.0934877
0.64 0.23 -0.05 0.1555876 0.0871395 0.4127953 0.1391217 -0.0881448
0.64 0.23 -0.04 0.1557526 0.0870915 0.4107357 0.1366796 -0.0828015
0.64 0.23 -0.03 0.155907 0.0870467 0.4086403 0.1342237 -0.077458
0.64 0.23 -0.02 0.1560508 0.0870051 0.4065086 0.1317538 -0.0721144
0.64 0.23 -0.01 0.1561842 0.0869667 0.4043402 0.1292701 -0.0667709
0.64 0.23 0.0 0.1563071 0.0869313 0.4021347 0.1267723 -0.0614276
0.64 0.23 0.01 0.1564196 0.0868991 0.3998918 0.1242606 -0.0560845
0.64 0.23 0.02 0.1565218 0.0868699 0.3976111 0.1217347 -0.0507417
0.64 0.23 0.03 0.1566136 0.0868436 0.3952925 0.1191946 -0.0453993
0.64 0.23 0.04 0.1566951 0.0868204 0.3929355 0.1166403 -0.0400572
0.64 0.23 0.05 0.1567664 0.0868001 0.3905399 0.1140717 -0.0347154
0.64 0.23 0.06 0.1568275 0.0867828 0.3881056 0.1114888 -0.0293739
0.64 0.23 0.07 0.1568783 0.0867684 0.3856323 0.1088914 -0.0240328
0.64 0.23 0.08 0.1569189 0.0867569 0.3831198 0.1062796 -0.0186919
0.64 0.23 0.09 0.1569494 0.0867482 0.3805681 0.1036533 -0.0133512
0.64 0.23 0.1 0.1569697 0.0867425 0.3779769 0.1010123 -0.0080107
0.64 0.23 0.11 0.1569799 0.0867396 0.3753463 0.0983568 -0.0026702
0.64 0.23 0.12 0.1569799 0.0867396 0.3726761 0.0956866 0.0026702
0.64 0.23 0.13 0.1569697 0.0867425 0.3699663 0.0930017 0.0080107
0.64 0.23 0.14 0.1569494 0.0867482 0.3672169 0.0903021 0.0133512
0.64 0.23 0.15 0.1569189 0.0867569 0.364428 0.0875877 0.0186919
0.64 0.23 0.16 0.1568783 0.0867684 0.3615995 0.0848587 0.0240328
0.64 0.23 0.17 0.1568275 0.0867828 0.3587317 0.0821149 0.0293739
0.64 0.23 0.18 0.1567664 0.0868001 0.3558245 0.0793563 0.0347154
0.64 0.23 0.19 0.1566951 0.0868204 0.3528783 0.0765832 0.0400572
0.64 0.23 0.2 0.1566136 0.0868436 0.3498932 0.0737953 0.0453993
0.64 0.23 0.21 0.1565218 0.0868699 0.3468694 0.0709929 0.0507417
0.64 0.23 0.22 0.1564196 0.0868991 0.3438073 0.068176 0.0560845
0.64 0.23 0.23 0.1563071 0.0869313 0.3407071 0.0653447 0.0614276
0.64 0.23 0.24 0.1561842 0.0869667 0.3375692 0.0624991 0.0667709
0.64 0.23 0.25 0.1560508 0.0870051 0.3343942 0.0596394 0.0721144
0.64 0.23 0.26 0.155907 0.0870467 0.3311823 0.0567657 0.077458
0.64 0.23 0.27 0.1557526 0.0870915 0.3279342 0.0538781 0.0828015
0.64 0.23 0.28 0.1555876 0.0871395 0.3246505 0.0509769 0.0881448
0.64 0.23 0.29 0.155412 0.0871908 0.3213317 0.0480623 0.0934877
0.64 0.23 0.3 0.1552257 0.0872454 0.3179786 0.0451346 0.0988299
0.64 0.23 0.31 0.1550286 0.0873034 0.314592 0.0421941 0.1041713
0.64 0.23 0.32 0.1548207 0.0873648 0.3111726 0.039241 0.1095115
0.64 0.23 0.33 0.1546019 0.0874298 0.3077213 0.0362757 0.1148501
0.64 0.23 0.34 0.1543722 0.0874982 0.3042392 0.0332987 0.1201868
0.64 0.23 0.35 0.1541315 0.0875703 0.3007272 0.0303102 0.1255213
0.64 0.23 0.36 0.1538798 0.0876461 0.2971865 0.0273108 0.1308528
0.64 0.23 0.37 0.1536169 0.0877256 0.2936183 0.024301 0.1361811
0.64 0.23 0.38 0.1533429 0.087809 0.2900238 0.0212813 0.1415054
0.64 0.23 0.39 0.1530577 0.0878962 0.2864044 0.0182522 0.1468252
0.64 0.23 0.4 0.1527611 0.0879874 0.2827616 0.0152144 0.1521397
0.64 0.24 -0.1 0.1533478 0.0864475 0.4390235 0.1560231 -0.1163833
0.64 0.24 -0.09 0.1535693 0.086386 0.4371903 0.1536874 -0.1110905
0.64 0.24 -0.08 0.1537801 0.0863278 0.4353235 0.151338 -0.1057969
0.64 0.24 -0.07 0.15398 0.0862727 0.4334226 0.1489749 -0.1005028
0.64 0.24 -0.06 0.1541693 0.0862209 0.4314871 0.1465981 -0.0952086
0.64 0.24 -0.05 0.1543479 0.0861722 0.4295166 0.1442075 -0.0899144
0.64 0.24 -0.04 0.154516 0.0861265 0.4275103 0.1418031 -0.0846205
0.64 0.24 -0.03 0.1546735 0.0860838 0.4254681 0.1393848 -0.079327
0.64 0.24 -0.02 0.1548206 0.0860441 0.4233892 0.1369525 -0.074034
0.64 0.24 -0.01 0.1549573 0.0860073 0.4212735 0.1345063 -0.0687417
0.64 0.24 0.0 0.1550837 0.0859734 0.4191204 0.132046 -0.06345
0.64 0.24 0.01 0.1551998 0.0859424 0.4169297 0.1295715 -0.058159
0.64 0.24 0.02 0.1553056 0.0859142 0.4147009 0.1270829 -0.0528689
0.64 0.24 0.03 0.1554012 0.0858887 0.4124338 0.1245799 -0.0475794
0.64 0.24 0.04 0.1554867 0.085866 0.410128 0.1220626 -0.0422907
0.64 0.24 0.05 0.155562 0.0858461 0.4077833 0.1195308 -0.0370027
0.64 0.24 0.06 0.1556272 0.0858288 0.4053995 0.1169845 -0.0317153
0.64 0.24 0.07 0.1556823 0.0858142 0.4029763 0.1144236 -0.0264285
0.64 0.24 0.08 0.1557274 0.0858024 0.4005135 0.1118479 -0.0211422
0.64 0.24 0.09 0.1557624 0.0857931 0.3980109 0.1092575 -0.0158563
0.64 0.24 0.1 0.1557874 0.0857865 0.3954685 0.1066523 -0.0105707
0.64 0.24 0.11 0.1558024 0.0857826 0.392886 0.1040321 -0.0052853
0.64 0.24 0.12 0.1558074 0.0857813 0.3902635 0.101397 0.0
0.64 0.24 0.13 0.1558024 0.0857826 0.3876008 0.0987468 0.0052853
0.64 0.24 0.14 0.1557874 0.0857865 0.3848978 0.0960816 0.0105707
0.64 0.24 0.15 0.1557624 0.0857931 0.3821546 0.0934012 0.0158563
0.64 0.24 0.16 0.1557274 0.0858024 0.3793713 0.0907057 0.0211422
0.64 0.24 0.17 0.1556823 0.0858142 0.3765477 0.087995 0.0264285
0.64 0.24 0.18 0.1556272 0.0858288 0.3736841 0.0852692 0.0317153
0.64 0.24 0.19 0.155562 0.0858461 0.3707806 0.0825281 0.0370027
0.64 0.24 0.2 0.1554867 0.085866 0.3678373 0.0797719 0.0422907
0.64 0.24 0.21 0.1554012 0.0858887 0.3648543 0.0770005 0.0475794
0.64 0.24 0.22 0.1553056 0.0859142 0.361832 0.074214 0.0528689
0.64 0.24 0.23 0.1551998 0.0859424 0.3587706 0.0714125 0.058159
0.64 0.24 0.24 0.1550837 0.0859734 0.3556705 0.068596 0.06345
0.64 0.24 0.25 0.1549573 0.0860073 0.3525319 0.0657646 0.0687417
0.64 0.24 0.26 0.1548206 0.0860441 0.3493552 0.0629185 0.074034
0.64 0.24 0.27 0.1546735 0.0860838 0.346141 0.0600578 0.079327
0.64 0.24 0.28 0.154516 0.0861265 0.3428898 0.0571825 0.0846205
0.64 0.24 0.29 0.1543479 0.0861722 0.3396021 0.054293 0.0899144
0.64 0.24 0.3 0.1541693 0.0862209 0.3362785 0.0513895 0.0952086
0.64 0.24 0.31 0.15398 0.0862727 0.3329198 0.0484721 0.1005028
0.64 0.24 0.32 0.1537801 0.0863278 0.3295266 0.0455412 0.1057969
0.64 0.24 0.33 0.1535693 0.086386 0.3260998 0.042597 0.1110905
0.64 0.24 0.34 0.1533478 0.0864475 0.3226403 0.0396399 0.1163833
0.64 0.24 0.35 0.1531154 0.0865124 0.319149 0.0366702 0.121675
0.64 0.24 0.36 0.152872 0.0865806 0.3156269 0.0336884 0.1269652
0.64 0.24 0.37 0.1526175 0.0866523 0.3120752 0.0306949 0.1322534
0.64 0.24 0.38 0.152352 0.0867276 0.308495 0.0276901 0.1375391
0.64 0.24 0.39 0.1520753 0.0868064 0.3048877 0.0246747 0.1428217
0.64 0.24 0.4 0.1517874 0.0868889 0.3012546 0.0216491 0.1481007
0.64 0.25 -0.1 0.1520403 0.0854408 0.4554524 0.1608921 -0.1178393
0.64 0.25 -0.09 0.1522646 0.0853831 0.4536723 0.1585942 -0.1125929
0.64 0.25 -0.08 0.1524781 0.0853285 0.4518587 0.1562827 -0.1073467
0.64 0.25 -0.07 0.1526809 0.0852768 0.4500109 0.1539575 -0.1021007
0.64 0.25 -0.06 0.1528731 0.0852281 0.4481284 0.1516186 -0.0968553
0.64 0.25 -0.05 0.1530547 0.0851823 0.4462107 0.149266 -0.0916106
0.64 0.25 -0.04 0.1532258 0.0851393 0.4442572 0.1468995 -0.0863669
0.64 0.25 -0.03 0.1533864 0.0850991 0.4422676 0.1445192 -0.0811242
0.64 0.25 -0.02 0.1535367 0.0850617 0.4402413 0.1421249 -0.0758826
0.64 0.25 -0.01 0.1536767 0.0850269 0.4381779 0.1397166 -0.0706423
0.64 0.25 0.0 0.1538064 0.0849948 0.4360771 0.1372942 -0.0654032
0.64 0.25 0.01 0.153926 0.0849653 0.4339384 0.1348576 -0.0601653
0.64 0.25 0.02 0.1540354 0.0849384 0.4317614 0.1324067 -0.0549287
0.64 0.25 0.03 0.1541347 0.084914 0.4295459 0.1299414 -0.0496933
0.64 0.25 0.04 0.1542239 0.0848922 0.4272916 0.1274616 -0.0444591
0.64 0.25 0.05 0.1543032 0.0848728 0.4249981 0.1249672 -0.0392259
0.64 0.25 0.06 0.1543724 0.0848559 0.4226651 0.1224582 -0.0339936
0.64 0.25 0.07 0.1544317 0.0848415 0.4202925 0.1199344 -0.0287623
0.64 0.25 0.08 0.1544811 0.0848295 0.4178801 0.1173957 -0.0235317
0.64 0.25 0.09 0.1545205 0.0848199 0.4154275 0.114842 -0.0183018
0.64 0.25 0.1 0.1545501 0.0848127 0.4129347 0.1122733 -0.0130723
0.64 0.25 0.11 0.1545698 0.084808 0.4104014 0.1096895 -0.0078432
0.64 0.25 0.12 0.1545797 0.0848056 0.4078277 0.1070904 -0.0026144
0.64 0.25 0.13 0.1545797 0.0848056 0.4052133 0.104476 0.0026144
0.64 0.25 0.14 0.1545698 0.084808 0.4025582 0.1018462 0.0078432
0.64 0.25 0.15 0.1545501 0.0848127 0.3998623 0.099201 0.0130723
0.64 0.25 0.16 0.1545205 0.0848199 0.3971257 0.0965403 0.0183018
0.64 0.25 0.17 0.1544811 0.0848295 0.3943483 0.093864 0.0235317
0.64 0.25 0.18 0.1544317 0.0848415 0.3915302 0.0911721 0.0287623
0.64 0.25 0.19 0.1543724 0.0848559 0.3886715 0.0884645 0.0339936
0.64 0.25 0.2 0.1543032 0.0848728 0.3857722 0.0857414 0.0392259
0.64 0.25 0.21 0.1542239 0.0848922 0.3828325 0.0830025 0.0444591
0.64 0.25 0.22 0.1541347 0.084914 0.3798526 0.080248 0.0496933
0.64 0.25 0.23 0.1540354 0.0849384 0.3768327 0.0774779 0.0549287
0.64 0.25 0.24 0.153926 0.0849653 0.373773 0.0746922 0.0601653
0.64 0.25 0.25 0.1538064 0.0849948 0.3706739 0.071891 0.0654032
0.64 0.25 0.26 0.1536767 0.0850269 0.3675356 0.0690743 0.0706423
0.64 0.25 0.27 0.1535367 0.0850617 0.3643587 0.0662423 0.0758826
0.64 0.25 0.28 0.1533864 0.0850991 0.3611434 0.063395 0.0811242
0.64 0.25 0.29 0.1532258 0.0851393 0.3578904 0.0605327 0.0863669
0.64 0.25 0.3 0.1530547 0.0851823 0.3546001 0.0576554 0.0916106
0.64 0.25 0.31 0.1528731 0.0852281 0.3512731 0.0547634 0.0968553
0.64 0.25 0.32 0.1526809 0.0852768 0.3479102 0.0518568 0.1021007
0.64 0.25 0.33 0.1524781 0.0853285 0.344512 0.048936 0.1073467
0.64 0.25 0.34 0.1522646 0.0853831 0.3410794 0.0460013 0.1125929
0.64 0.25 0.35 0.1520403 0.0854408 0.3376132 0.0430529 0.1178393
0.64 0.25 0.36 0.1518051 0.0855016 0.3341143 0.0400911 0.1230853
0.64 0.25 0.37 0.151559 0.0855655 0.3305839 0.0371165 0.1283306
0.64 0.25 0.38 0.1513018 0.0856327 0.3270229 0.0341293 0.1335748
0.64 0.25 0.39 0.1510336 0.0857033 0.3234326 0.0311302 0.1388173
0.64 0.25 0.4 0.1507542 0.0857771 0.3198143 0.0281195 0.1440578
0.64 0.26 -0.1 0.1506782 0.0844109 0.4718627 0.1657325 -0.1192179
0.64 0.26 -0.09 0.1509053 0.0843574 0.4701347 0.1634726 -0.1140188
0.64 0.26 -0.08 0.1511216 0.0843068 0.4683732 0.161199 -0.1088205
0.64 0.26 -0.07 0.1513273 0.084259 0.4665775 0.1589119 -0.1036232
0.64 0.26 -0.06 0.1515223 0.0842139 0.4647471 0.1566111 -0.0984273
0.64 0.26 -0.05 0.1517069 0.0841714 0.4628814 0.1542966 -0.0932329
0.64 0.26 -0.04 0.151881 0.0841314 0.4609801 0.1519684 -0.0880401
0.64 0.26 -0.03 0.1520447 0.0840941 0.4590424 0.1496263 -0.082849
0.64 0.26 -0.02 0.1521982 0.0840592 0.4570681 0.1472702 -0.0776597
0.64 0.26 -0.01 0.1523414 0.0840268 0.4550566 0.1449001 -0.0724722
0.64 0.26 0.0 0.1524744 0.0839968 0.4530076 0.1425159 -0.0672865
0.64 0.26 0.01 0.1525974 0.0839692 0.4509206 0.1401175 -0.0621026
0.64 0.26 0.02 0.1527103 0.0839439 0.4487953 0.1377048 -0.0569205
0.64 0.26 0.03 0.1528132 0.083921 0.4466314 0.1352776 -0.05174
0.64 0.26 0.04 0.1529061 0.0839003 0.4444285 0.1328358 -0.0465611
0.64 0.26 0.05 0.1529892 0.0838818 0.4421862 0.1303794 -0.0413837
0.64 0.26 0.06 0.1530624 0.0838656 0.4399044 0.1279083 -0.0362076
0.64 0.26 0.07 0.1531257 0.0838516 0.4375828 0.1254222 -0.0310327
0.64 0.26 0.08 0.1531793 0.0838398 0.435221 0.1229212 -0.0258589
0.64 0.26 0.09 0.1532231 0.0838301 0.432819 0.120405 -0.020686
0.64 0.26 0.1 0.1532571 0.0838226 0.4303765 0.1178736 -0.0155139
0.64 0.26 0.11 0.1532814 0.0838173 0.4278933 0.1153269 -0.0103423
0.64 0.26 0.12 0.153296 0.0838141 0.4253692 0.1127647 -0.005171
0.64 0.26 0.13 0.1533008 0.083813 0.4228042 0.110187 -0.0
0.64 0.26 0.14 0.153296 0.0838141 0.4201982 0.1075937 0.005171
0.64 0.26 0.15 0.1532814 0.0838173 0.417551 0.1049846 0.0103423
0.64 0.26 0.16 0.1532571 0.0838226 0.4148626 0.1023597 0.0155139
0.64 0.26 0.17 0.1532231 0.0838301 0.4121329 0.0997189 0.020686
0.64 0.26 0.18 0.1531793 0.0838398 0.4093621 0.0970622 0.0258589
0.64 0.26 0.19 0.1531257 0.0838516 0.40655 0.0943895 0.0310327
0.64 0.26 0.2 0.1530624 0.0838656 0.4036968 0.0917007 0.0362076
0.64 0.26 0.21 0.1529892 0.0838818 0.4008026 0.0889958 0.0413837
0.64 0.26 0.22 0.1529061 0.0839003 0.3978674 0.0862748 0.0465611
0.64 0.26 0.23 0.1528132 0.083921 0.3948914 0.0835376 0.05174
0.64 0.26 0.24 0.1527103 0.0839439 0.3918749 0.0807843 0.0569205
0.64 0.26 0.25 0.1525974 0.0839692 0.388818 0.0780149 0.0621026
0.64 0.26 0.26 0.1524744 0.0839968 0.3857211 0.0752294 0.0672865
0.64 0.26 0.27 0.1523414 0.0840268 0.3825844 0.0724279 0.0724722
0.64 0.26 0.28 0.1521982 0.0840592 0.3794084 0.0696105 0.0776597
0.64 0.26 0.29 0.1520447 0.0840941 0.3761934 0.0667773 0.082849
0.64 0.26 0.3 0.151881 0.0841314 0.3729399 0.0639283 0.0880401
0.64 0.26 0.31 0.1517069 0.0841714 0.3696485 0.0610637 0.0932329
0.64 0.26 0.32 0.1515223 0.0842139 0.3663197 0.0581838 0.0984273
0.64 0.26 0.33 0.1513273 0.084259 0.3629542 0.0552887 0.1036232
0.64 0.26 0.34 0.1511216 0.0843068 0.3595527 0.0523786 0.1088205
0.64 0.26 0.35 0.1509053 0.0843574 0.356116 0.0494538 0.1140188
0.64 0.26 0.36 0.1506782 0.0844109 0.3526448 0.0465146 0.1192179
0.64 0.26 0.37 0.1504403 0.0844672 0.3491402 0.0435614 0.1244176
0.64 0.26 0.38 0.1501914 0.0845264 0.3456032 0.0405945 0.1296174
0.64 0.26 0.39 0.1499315 0.0845886 0.3420348 0.0376143 0.134817
0.64 0.26 0.4 0.1496605 0.0846539 0.3384362 0.0346213 0.1400159
0.64 0.27 -0.1 0.1492604 0.083359 0.4882589 0.1705439 -0.1205192
0.64 0.27 -0.09 0.1494903 0.0833103 0.4865818 0.1683219 -0.1153679
0.64 0.27 -0.08 0.1497095 0.0832641 0.4848712 0.1660864 -0.1102182
0.64 0.27 -0.07 0.149918 0.0832205 0.4831265 0.1638374 -0.1050704
0.64 0.27 -0.06 0.150116 0.0831793 0.4813471 0.1615748 -0.0999246
0.64 0.27 -0.05 0.1503035 0.0831405 0.4795326 0.1592986 -0.0947811
0.64 0.27 -0.04 0.1504806 0.0831041 0.4776823 0.1570087 -0.0896399
0.64 0.27 -0.03 0.1506474 0.0830699 0.4757959 0.154705 -0.0845011
0.64 0.27 -0.02 0.1508039 0.083038 0.4738728 0.1523873 -0.0793648
0.64 0.27 -0.01 0.1509504 0.0830083 0.4719125 0.1500557 -0.0742309
0.64 0.27 0.0 0.1510867 0.0829808 0.4699148 0.14771 -0.0690993
0.64 0.27 0.01 0.151213 0.0829554 0.4678791 0.1453501 -0.0639702
0.64 0.27 0.02 0.1513293 0.0829321 0.465805 0.1429758 -0.0588433
0.64 0.27 0.03 0.1514358 0.0829109 0.4636923 0.1405871 -0.0537186
0.64 0.27 0.04 0.1515324 0.0828916 0.4615406 0.1381838 -0.0485959
0.64 0.27 0.05 0.1516192 0.0828744 0.4593496 0.1357658 -0.0434751
0.64 0.27 0.06 0.1516962 0.0828592 0.4571189 0.133333 -0.0383561
0.64 0.27 0.07 0.1517635 0.0828459 0.4548483 0.1308852 -0.0332386
0.64 0.27 0.08 0.1518212 0.0828345 0.4525376 0.1284223 -0.0281226
0.64 0.27 0.09 0.1518692 0.0828251 0.4501865 0.1259443 -0.0230077
0.64 0.27 0.1 0.1519075 0.0828176 0.4477947 0.1234508 -0.0178939
0.64 0.27 0.11 0.1519363 0.0828119 0.4453621 0.1209419 -0.0127808
0.64 0.27 0.12 0.1519554 0.0828082 0.4428885 0.1184175 -0.0076682
0.64 0.27 0.13 0.151965 0.0828063 0.4403737 0.1158772 -0.002556
0.64 0.27 0.14 0.151965 0.0828063 0.4378177 0.1133212 0.002556
0.64 0.27 0.15 0.1519554 0.0828082 0.4352203 0.1107492 0.0076682
0.64 0.27 0.16 0.1519363 0.0828119 0.4325813 0.1081612 0.0127808
0.64 0.27 0.17 0.1519075 0.0828176 0.4299008 0.105557 0.0178939
0.64 0.27 0.18 0.1518692 0.0828251 0.4271787 0.1029365 0.0230077
0.64 0.27 0.19 0.1518212 0.0828345 0.424415 0.1002997 0.0281226
0.64 0.27 0.2 0.1517635 0.0828459 0.4216097 0.0976466 0.0332386
0.64 0.27 0.21 0.1516962 0.0828592 0.4187628 0.0949769 0.0383561
0.64 0.27 0.22 0.1516192 0.0828744 0.4158745 0.0922907 0.0434751
0.64 0.27 0.23 0.1515324 0.0828916 0.4129447 0.0895879 0.0485959
0.64 0.27 0.24 0.1514358 0.0829109 0.4099738 0.0868685 0.0537186
0.64 0.27 0.25 0.1513293 0.0829321 0.4069617 0.0841325 0.0588433
0.64 0.27 0.26 0.151213 0.0829554 0.4039089 0.0813799 0.0639702
0.64 0.27 0.27 0.1510867 0.0829808 0.4008154 0.0786106 0.0690993
0.64 0.27 0.28 0.1509504 0.0830083 0.3976817 0.0758248 0.0742309
0.64 0.27 0.29 0.1508039 0.083038 0.394508 0.0730225 0.0793648
0.64 0.27 0.3 0.1506474 0.0830699 0.3912947 0.0702038 0.0845011
0.64 0.27 0.31 0.1504806 0.0831041 0.3880424 0.0673688 0.0896399
0.64 0.27 0.32 0.1503035 0.0831405 0.3847515 0.0645175 0.0947811
0.64 0.27 0.33 0.150116 0.0831793 0.3814225 0.0616502 0.0999246
0.64 0.27 0.34 0.149918 0.0832205 0.3780561 0.0587671 0.1050704
0.64 0.27 0.35 0.1497095 0.0832641 0.374653 0.0558682 0.1102182
0.64 0.27 0.36 0.1494903 0.0833103 0.3712139 0.052954 0.1153679
0.64 0.27 0.37 0.1492604 0.083359 0.3677397 0.0500247 0.1205192
0.64 0.27 0.38 0.1490197 0.0834103 0.3642312 0.0470806 0.125672
0.64 0.27 0.39 0.148768 0.0834644 0.3606895 0.044122 0.1308258
0.64 0.27 0.4 0.1485053 0.0835212 0.3571156 0.0411493 0.1359802
0.64 0.28 -0.1 0.1477855 0.0822863 0.5046453 0.1753257 -0.1217434
0.64 0.28 -0.09 0.1480183 0.0822427 0.5030176 0.1731415 -0.1166404
0.64 0.28 -0.08 0.1482404 0.0822014 0.5013566 0.170944 -0.1115399
0.64 0.28 -0.07 0.1484519 0.0821624 0.4996616 0.1687331 -0.106442
0.64 0.28 -0.06 0.1486528 0.0821256 0.4979321 0.1665088 -0.1013471
0.64 0.28 -0.05 0.1488432 0.0820909 0.4961675 0.1642709 -0.0962551
0.64 0.28 -0.04 0.1490234 0.0820584 0.4943673 0.1620193 -0.0911662
0.64 0.28 -0.03 0.1491932 0.0820278 0.492531 0.1597541 -0.0860804
0.64 0.28 -0.02 0.1493529 0.0819993 0.4906582 0.157475 -0.0809976
0.64 0.28 -0.01 0.1495025 0.0819727 0.4887484 0.1551819 -0.075918
0.64 0.28 0.0 0.1496421 0.081948 0.4868011 0.1528749 -0.0708413
0.64 0.28 0.01 0.1497717 0.0819252 0.484816 0.1505536 -0.0657676
0.64 0.28 0.02 0.1498915 0.0819042 0.4827927 0.1482181 -0.0606967
0.64 0.28 0.03 0.1500014 0.081885 0.4807307 0.1458681 -0.0556285
0.64 0.28 0.04 0.1501016 0.0818676 0.4786299 0.1435036 -0.0505628
0.64 0.28 0.05 0.1501921 0.0818519 0.4764897 0.1411243 -0.0454994
0.64 0.28 0.06 0.1502729 0.0818379 0.47431 0.1387302 -0.0404382
0.64 0.28 0.07 0.1503441 0.0818257 0.4720904 0.1363211 -0.035379
0.64 0.28 0.08 0.1504058 0.0818151 0.4698307 0.1338969 -0.0303216
0.64 0.28 0.09 0.1504579 0.0818062 0.4675306 0.1314575 -0.0252656
0.64 0.28 0.1 0.1505005 0.0817989 0.4651898 0.1290026 -0.0202109
0.64 0.28 0.11 0.1505336 0.0817932 0.4628082 0.1265321 -0.0151573
0.64 0.28 0.12 0.1505572 0.0817892 0.4603856 0.1240459 -0.0101044
0.64 0.28 0.13 0.1505714 0.0817868 0.4579217 0.1215439 -0.0050521
0.64 0.28 0.14 0.1505761 0.081786 0.4554164 0.119026 0.0
0.64 0.28 0.15 0.1505714 0.0817868 0.4528696 0.1164919 0.0050521
0.64 0.28 0.16 0.1505572 0.0817892 0.4502812 0.1139415 0.0101044
0.64 0.28 0.17 0.1505336 0.0817932 0.447651 0.1113748 0.0151573
0.64 0.28 0.18 0.1505005 0.0817989 0.4449789 0.1087916 0.0202109
0.64 0.28 0.19 0.1504579 0.0818062 0.442265 0.1061919 0.0252656
0.64 0.28 0.2 0.1504058 0.0818151 0.4395091 0.1035754 0.0303216
0.64 0.28 0.21 0.1503441 0.0818257 0.4367114 0.1009421 0.035379
0.64 0.28 0.22 0.1502729 0.0818379 0.4338718 0.098292 0.0404382
0.64 0.28 0.23 0.1501921 0.0818519 0.4309903 0.0956249 0.0454994
0.64 0.28 0.24 0.1501016 0.0818676 0.4280671 0.0929408 0.0505628
0.64 0.28 0.25 0.1500014 0.081885 0.4251023 0.0902396 0.0556285
0.64 0.28 0.26 0.1498915 0.0819042 0.422096 0.0875214 0.0606967
0.64 0.28 0.27 0.1497717 0.0819252 0.4190484 0.084786 0.0657676
0.64 0.28 0.28 0.1496421 0.081948 0.4159598 0.0820335 0.0708413
0.64 0.28 0.29 0.1495025 0.0819727 0.4128304 0.079264 0.075918
0.64 0.28 0.3 0.1493529 0.0819993 0.4096606 0.0764773 0.0809976
0.64 0.28 0.31 0.1491932 0.0820278 0.4064507 0.0736737 0.0860804
0.64 0.28 0.32 0.1490234 0.0820584 0.4032011 0.0708531 0.0911662
0.64 0.28 0.33 0.1488432 0.0820909 0.3999124 0.0680157 0.0962551
0.64 0.28 0.34 0.1486528 0.0821256 0.396585 0.0651617 0.1013471
0.64 0.28 0.35 0.1484519 0.0821624 0.3932195 0.0622911 0.106442
